kingdom	supergroup	division	class	order	family	genus	species	assignment confidence	assignment level	main functional class	detailed functional class	secondary functional class	detailed secondary functional class	associated organism	associated material	environment	potential human pathogen	comment	reference
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaenotheca	Chaenotheca_furfuracea	highly probable	genus	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaenotheca	Chaenotheca_gracilenta	highly probable	genus	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaenotheca	Chaenotheca_phaeocephala	highly probable	genus	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaenotheca	Chaenotheca_trichialis	highly probable	genus	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaenotheca	Chaenotheca_xyloxena	highly probable	genus	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetasbolisia	Chaetasbolisia_erysiphoides		genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetasbolisia	Chaetasbolisia_falcata		genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetodiplodia	Chaetodiplodia_sp.		genus	symbiotroph	plant parasite			plant					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetophoma	Chaetophoma_sp.		genus	symbiotroph	plant parasite			plant					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetopyrena	Chaetopyrena_penicillata	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetosphaeronema	Chaetosphaeronema_coonsii		genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chaetosphaeronema	Chaetosphaeronema_hispidulum		genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Chalastospora	Chalastospora_gossypii	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cheiromoniliophora	Cheiromoniliophora_elegans	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cheiromyces	Cheiromyces_inflatus		genus	saprotroph	wood saprotroph				wood	wood; aquatic			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladoriella	Cladoriella_eucalypti	probable	genus	symbiotroph	foliar endophyte	saprotroph	litter saprotroph	plant		leaf/fruit/seed		Host - Eucalyptus	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_bruhnei	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_cladosporioides	possible	species	symbiotroph	endophyte; epiphyte; plant parasite			plant				Endophyte detection method-culture (David et al. 2016); Epiphyte detection method-culture (Köhl et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_colocasiae	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_fusiforme	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_halotolerans	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_langeronii	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_macrocarpum	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_oxysporum	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Asteraceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_psychrotolerans	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_salinae	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_sp.	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_sphaerospermum	highly probable	species	symbiotroph	endophyte			plant				Endophyte detection method-culture (David et al. 2016)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_spinulosum	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_tenuissimum	possible	species	symbiotroph	endophyte; plant parasite			plant				Endophyte detection method-culture (Busby et al. 2016); Host - Asteraceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_uredinicola	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cladosporium	Cladosporium_velox	possible	genus	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clathrospora	Clathrospora_diplospora	probable	genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clathrospora	Clathrospora_elynae	probable	genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clathrospora	Clathrospora_sp.	probable	genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clavariopsis	Clavariopsis_aquatica		genus	saprotroph	wood saprotroph				wood	wood; partly freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clohesyomyces	Clohesyomyces_aquaticus		genus	saprotroph	wood saprotroph				wood	wood; freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clohesyomyces	Clohesyomyces_sp.		genus	saprotroph	wood saprotroph				wood	wood; freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coccodinium	Coccodinium_bartschii	probable	genus	symbiotroph	plant parasite			plant					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_australiensis	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Fabaceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_cynodontis	probable	species	symbiotroph	endophyte; plant parasite			plant				Endophyte detection method-culture (Perello et al. 2002)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_eleusines	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_ellisii	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_eragrostidis	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_geniculatus	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Poaceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_hawaiiensis	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Convolvulaceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_heterostrophus	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_kusanoi	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_lunatus	probable	species	symbiotroph	endophyte; plant parasite			plant				Host - broad host range	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_miyabeanus	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_nisikadoi	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_sativus	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	Cochliobolus_sp.	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coleophoma	Coleophoma_crateriformis	probable	genus	symbiotroph	foliar endophyte; plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coleophoma	Coleophoma_maculans	probable	genus	symbiotroph	foliar endophyte; plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coleophoma	Coleophoma_oleae	probable	genus	symbiotroph	foliar endophyte; plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Columnosphaeria	Columnosphaeria_fagi		genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood; leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Comoclathris	Comoclathris_compressa	probable	genus	saprotroph	wood saprotroph				wood	wood			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Conidiocarpus	Conidiocarpus_caucasicus		genus	saprotroph	litter saprotroph	symbiotroph	sooty mold			leaf/fruit/seed; sugarrich substrates			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Conidioxyphium	Conidioxyphium_gardeniorum		genus	saprotroph	litter saprotroph	symbiotroph	sooty mold			leaf/fruit/seed; sugarrich substrates			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_cereale	highly probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_concentricum	highly probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_fuckelii	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Sapotaceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_minitans	probable	species	symbiotroph	endophyte			plant				Endophyte detection method-culture (Huang 1977)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_palmarum	highly probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniothyrium	Coniothyrium_sp.	highly probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Coniozyma	Coniozyma_leucospermi	probable	species	symbiotroph	endophyte			plant				Endophyte detection method-culture (Massimo et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Corynespora	Corynespora_cassiicola	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Malpighiaceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Corynespora	Corynespora_sp.	probable	genus	symbiotroph	plant parasite			plant					FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cryomyces	Cryomyces_antarcticus	possible	genus	saprotroph	unspecified saprotroph				rock	soil			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cryomyces	Cryomyces_minteri	possible	genus	saprotroph	unspecified saprotroph				rock	soil			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cryomyces	Cryomyces_sp.	possible	genus	saprotroph	unspecified saprotroph				rock	soil			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cucurbitaria	Cucurbitaria_berberidis	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed		Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cucurbitaria	Cucurbitaria_elongata	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed		Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cucurbitaria	Cucurbitaria_sp.	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed		Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curreya	Curreya_pityophila	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curvularia	Curvularia_brachyspora	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		wood; leaf/fruit/seed; roots; algal material	opportunistic		FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curvularia	Curvularia_eragrostidis	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curvularia	Curvularia_fallax	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		wood; leaf/fruit/seed; roots; algal material	opportunistic		FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curvularia	Curvularia_lunata	possible	species	symbiotroph	endophyte; plant parasite			plant				Host - Asteraceae	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Curvularia	Curvularia_sp.	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		wood; leaf/fruit/seed; roots; algal material	opportunistic		FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cyclothyrium	Cyclothyrium_sp.		genus	saprotroph	unspecified saprotroph					partly marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cymadothea	Cymadothea_trifolii	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dangeardiella	Dangeardiella_macrospora	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Davidiella	Davidiella_macrospora	probable	genus	saprotroph	unspecified saprotroph								FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Davidiella	Davidiella_sp.	probable	genus	saprotroph	unspecified saprotroph								FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Davidiella	Davidiella_tassiana	probable	genus	saprotroph	unspecified saprotroph								FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Davidiellaceae	Davidiellaceae_sp.		genus	unknown									FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Decaisnella	Decaisnella_formosa	probable	genus	saprotroph	wood saprotroph				wood	wood; partly aquatic			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Decorospora	Decorospora_gaudefroyi	probable	genus	saprotroph	litter saprotroph; wood saprotroph				wood	wood; leaf/fruit/seed; marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Delitschia	Delitschia_winteri	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Delphinella	Delphinella_strobiligena		genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood; leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dendryphiella	Dendryphiella_arenaria	probable	genus	symbiotroph	plant parasite			plant		partly marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dendryphiella	Dendryphiella_salina	probable	genus	symbiotroph	plant parasite			plant		partly marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dendryphiella	Dendryphiella_vinosa	probable	genus	symbiotroph	plant parasite			plant		partly marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dendryphion	Dendryphion_nanum	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dendryphiopsis	Dendryphiopsis_atra		genus	saprotroph	wood saprotroph				wood	wood			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dermatiopleospora	Dermatiopleospora_mariae		genus	unknown									FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Devriesia	Devriesia_americana	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Devriesia	Devriesia_lagerstroemiae	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Devriesia	Devriesia_staurophora	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Devriesia	Devriesia_strelitziae	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dichomera	Dichomera_saubinetii	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dichomera	Dichomera_versiformis	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dictyosporium	Dictyosporium_alatum	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed; partly freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dictyosporium	Dictyosporium_elegans	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed; partly freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dictyosporium	Dictyosporium_heptasporum	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed; partly freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dictyosporium	Dictyosporium_toruloides	probable	genus	saprotroph	litter saprotroph					leaf/fruit/seed; partly freshwater			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_cucurbitacearum	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed; roots; soil; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_exigua	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed; roots; soil; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_exitialis	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed; roots; soil; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_phacae	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed; roots; soil; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_pisi	probable	genus	symbiotroph	plant parasite			plant		leaf/fruit/seed; roots; soil; animal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymella	Didymella_rabiei	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymocrea	Didymocrea_sadasivanii		genus	saprotroph	wood saprotroph				wood	wood; partly marine			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymosphaeria	Didymosphaeria_enalia	probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymosphaeria	Didymosphaeria_futilis	probable	species	symbiotroph	endophyte			plant				Endophyte detection method-culture (Massimo et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Didymosphaeria	Didymosphaeria_sp.	probable	genus	symbiotroph	fungal parasite some species; plant parasite			plant; fungi		leaf/fruit/seed; fungal material			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dissoconium	Dissoconium_aciculare	probable	genus	saprotroph	litter saprotroph	symbiotroph	plant parasite	plant		leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_hippophaeos	possible	genus	saprotroph	litter saprotroph; wood saprotroph				wood	wood; leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_insculpta	probable	species	saprotroph	undefined saprotroph								Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_ribesia	possible	genus	saprotroph	litter saprotroph; wood saprotroph				wood	wood; leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_sambuci	probable	species	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidea	Dothidea_sp.	possible	genus	saprotroph	litter saprotroph; wood saprotroph				wood	wood; leaf/fruit/seed			FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetes_X	Dothideomycetes_X_sp.		genus	unknown									FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothidotthia	Dothidotthia_aspera	probable	genus	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood	wood; leaf/fruit/seed			FunGuild
