kingdom	supergroup	division	class	order	family	genus	species	assignment confidence	assignment level	main functional class	detailed functional class	secondary functional class	detailed secondary functional class	associated organism	associated material	environment	potential human pathogen	comment	reference
Eukaryota	Alveolata	Alveolata_X	Alveolata_XX	Alveolata_XXX	Alveolata_XXXX	Filipodium	Filipodium_phascolosomae		division	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Alveolata_X	Alveolata_XX	Alveolata_XXX	Alveolata_XXXX	Playproteum	Playproteum_vivax		division	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Adeleida	Adeleidae	Adelina	Adelina_bambarooniae		order	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Adeleida	Adeleidae	Adelina	Adelina_dimidiata		order	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Adeleida	Adeleidae	Adelina	Adelina_grylli		order	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Calyptosporidae	Choleoeimeria	Choleoeimeria_sp.		family	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Caryospora	Caryospora_bigenetica		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Caryospora	Caryospora_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Cyclospora	Cyclospora_cayetanensis		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Cyclospora	Cyclospora_cercopitheci		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Cyclospora	Cyclospora_colobi		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Cyclospora	Cyclospora_papionis		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Cyclospora	Cyclospora_sp.		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_anseris		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_arizonensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_dispersa		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_gallopavonis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_hermani		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_innocua		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_maxima		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_meleagridis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_quokka		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_setonicis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria	Eimeria_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_acervulina		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_brunetti		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_meleagrimitis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_mitis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_mivati		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_necatrix		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_pavonina		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_praecox		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria1_tenella		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria1	Eimeria2_adenoeides		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria10	Eimeria10_auritusi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria10	Eimeria10_gruis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria10	Eimeria10_phalacrocoraxae		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria10	Eimeria10_reichenowi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria10	Eimeria10_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria2	Eimeria2_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_ahsata		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_arloingi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_auburnensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_bovis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_canadensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_crandallis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_cylindrica		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_ellipsoidalis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_faurei		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_ovinoidalis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_weybridgensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria3	Eimeria3_zuernii		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_alabamensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_banffensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_bukidnonensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_cahirinensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria4	Eimeria4_subspherica		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_coecicola		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_exigua		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_flavescens		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_intestinalis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_irresidua		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_magna		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_media		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_perforans		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_piriformis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_stiedai		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria5	Eimeria5_vejdovskyi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_alabamensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_burdai		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_caviae		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_falciformis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_langebarteli		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_myoxi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_nafuko		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_nieschulzi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_papillata		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_rioarribaensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_scholtysecki		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_separata		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_sevilletensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_telekii		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria6	Eimeria6_tenggilingi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_albigulae		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_antrozoi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_cahirinensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_callospermophili		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_catronensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_chaetodipi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_chinchillae		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_chobotari		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_dipodomysis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_furonis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_leucopi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_magna		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_media		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_onychomysis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_perforans		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_peromysci		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_pilarensis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_polita		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_porci		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_reedi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_scabra		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Eimeria7_vilasi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria7	Schellackia_sp		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria8	Eimeria8_arnyi		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria8	Eimeria8_ranae		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria8	Eimeria8_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria8	Schellackia_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria9	Eimeria9_macropodis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria9	Eimeria9_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria9	Eimeria9_subspherica		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Eimeria9	Eimeria9_trichosuri		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonadea_ALPH1	Alphamonadea_ALPH1_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist					
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonadea_ALPH2	Alphamonadea_ALPH2_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist					
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonadea_ALPH3	Alphamonadea_ALPH3_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist					
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Alphamonaceae	Aphamonas	Aphamonas_edax		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Alphamonaceae	Aphamonas	Aphamonas_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist					
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_tetrahymenae		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Colpodellidae	Colpodellidae_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Colpodellidae1	Colpodellidae1_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Colpodellidae2	Colpodellidae2_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Voromonas	Voromonas_pontica		class	symbiotroph	algal parasite; protist parasite			algae; protist				protist parasitoid	
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Voromonas	Voromonas_sp.		class	symbiotroph	algal parasite; protist parasite			algae; protist					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium_sp.		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_cuniculus		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_fayeri		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_hominis		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_meleagridis		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_parvum		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_sp.		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_tyzzeri		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_viatorum		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium1	Cryptosporidium1_wrairi		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium10	Cryptosporidium10_baileyi		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium10	Cryptosporidium10_sp.		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium11	Cryptosporidium11_molnari		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium11	Cryptosporidium11_sp.		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium12	Cryptosporidium12_sp.		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium13	Cryptosporidium13_andersoni		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium13	Cryptosporidium13_muris		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium13	Cryptosporidium13_serpentis		species	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium13	Cryptosporidium13_sp.		species	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium14	Cryptosporidium14_galli		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium14	Cryptosporidium14_serpentis		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium14	Cryptosporidium14_sp.		genus	symbiotroph	animal parasite			animal					
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium15	Cryptosporidium15_andersoni		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium15	Cryptosporidium15_sp.		genus	symbiotroph	animal parasite			animal			opportunistic		
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Cryptogregarinorida	Cryptosporidiidae	Cryptosporidium16	Cryptosporidium16_fragile		genus	symbiotroph	animal parasite			animal					
