domain	supergroup	division	subdivision	class	order	family	genus	species	main_functional_class	detailed_functional_class	secondary_functional_class	detailed_secondary_functional_class	associated_organism	associated_material	environment	potential_human_pathogen	comment	reference
Eukaryota	Amoebozoa	Amoebozoa_X	Amoebozoa_XX	Amoebozoa_XXX	UI13E03-lineage	UI13E03-lineage_X	UI13E03-lineage_XX	UI13E03-lineage_XX_sp.	predator									
Eukaryota	Amoebozoa	Amoebozoa_X	Amoebozoa_XX	Lobosa-G1	Lobosa-G1_X	Lobosa-G1_XX	Lobosa-G1_XXX	Lobosa-G1_XXX_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_astronyxis	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_castellanii	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_comandoni	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_culbertsoni	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_divionensis	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_griffini	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_hatchetti	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_healyi	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_jacobsi	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_lenticulata	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_lugdunensis	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_mauritaniensis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_micheli	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_palestinensis	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_pearcei	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_polyphaga	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_pustulosa	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_pyriformis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_rhysodes	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_royreba	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_sp.	predator							probably opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_stevensoni	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_triangularis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_tubiashi	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoebagenotypenames	Acanthamoeba_genotype	predator							probably opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoebidae_X	Acanthamoebidae_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoebidae_X	Protostelium_arachisporum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Protacanthamoeba	Protacanthamoeba_bohemica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Protacanthamoeba	Protacanthamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthopodida_X	Dracoamoeba	Dracoamoeba_jomungandri	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthopodida_X	Luapeleamoeba	Luapeleamoeba_arachisporum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Balamuthiidae	Balamuthia	Balamuthia_mandrillaris	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Balamuthiidae	Balamuthiidae_X	Balamuthiidae_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_actinophorum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_bilimbosum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_gallicum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_kieliense	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_larifeili	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_minus	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_minutoidum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_plurinucleolum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_spiniferum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Ovalopodium	Ovalopodium_desertum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Ovalopodium	Ovalopodium_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Himatismenida_X	Squamamoeba	Squamamoeba_japonica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_monoura	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_rugata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Endostelium-lineage	Endostelium	Endostelium_amerosporum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Endostelium-lineage	Endostelium	Endostelium_crystalliferum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Endostelium-lineage	Endostelium	Endostelium_zonatum	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Endostelium-lineage	Pellita	Pellita_catalonica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Endostelium-lineage	Pellita	Pellita_digitata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Pellitida	Goceviidae	Gocevia	Gocevia_fonbrunei	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Dactylopodida_X	Cunea	Cunea_profundata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Dactylopodida_X	Cunea	Cunea_russae	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Dactylopodida_X	Cunea	Cunea_thuwala	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_fousta	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_heteracantha	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_jeppesenii	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_limbata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_novazelandica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_stella	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella_venosa	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_aestuarina	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_branchiphila	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_pemaquidensis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_perurans	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_aestuarina	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_atlantica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_branchiphila	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_eilhardi	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_invadens	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_longipodia	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_pemaquidensis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_perurans	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Paramoebidae_X	Paramoebidae_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Pseudoparamoeba	Pseudoparamoeba_garorimi	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Pseudoparamoeba	Pseudoparamoeba_microlepis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Pseudoparamoeba	Pseudoparamoeba_pagei	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Paramoebidae	Pseudoparamoeba	Pseudoparamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_abyssalis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_bacillipedes	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_fluvialis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_kereti	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_minutissima	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_multispinosa	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_tasmaniana	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dactylopodida	Vexilliferidae	Vexillifera	Vexillifera_westveldii	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Dermamoebidae	Dermamoeba	Dermamoeba_algensis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Dermamoebidae	Dermamoebidae_X	Dermamoebidae_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Dermamoebidae	Paradermamoeba	Paradermamoeba_levis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Dermamoebidae	Paradermamoeba	Paradermamoeba_valamo	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Mayorellidae	Mayorella	Mayorella_gemmifera	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Dermamoebida	Mayorellidae	Mayorella	Mayorella_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Flabellinia_X	LKM74-lineage	LKM74-lineage_X	LKM74-lineage_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Flabellinia_X	LKM74-lineage	Mycamoeba	Mycamoeba_gemmipara	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Sappinia	Sappinia_diploidea	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Sappinia	Sappinia_pedata	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Sappinia	Sappinia_sp.	predator							opportunistic		
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_aeronauta	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_amazonica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_dejonckheerei	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_limacina	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_polymorpha	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_sardiniensis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_stenopodia	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_astrologa	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_cosmophorea	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_foliovenanda	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_quadrilineata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_similis	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_vumurta	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellida_X	Vannellida_XX	Vannellida_XX_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Clydonella	Clydonella_sawyeri	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Clydonella	Clydonella_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Lingulamoeba	Lingulamoeba_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Ripella_decalvata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Ripella_platypodia	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Ripella_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Ripella_tribonemae	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_aberdonica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_anglica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_arabica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_bursella	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_calycinucleolus	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_contorta	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_danica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_ebro	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_epipetala	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_fimicola	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_miroides	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_oblongata	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_persistens	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_placida	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_planctonica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_plurinucleolus	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_primoblina	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_robusta	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_simplex	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannellidae_X	Vannellidae_X_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Stygamoebida	Stygamoebida_X	Stygamoebida_XX	Stygamoebida_XXX	Stygamoebida_XXX_sp.	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Stygamoebida	Stygamoebidae	Vermistella-lineage	Vermistella	Vermistella_antarctica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Stygamoebida	Stygamoebidae	Vermistella-lineage	Vermistella	Vermistella_arctica	predator									
Eukaryota	Amoebozoa	Discosea	Discosea_X	Stygamoebida	Stygamoebidae	Vermistella-lineage	Vermistella	Vermistella_sp.	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium-Group-I_sp.	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_amphisporum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_antarticum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_aureostipes	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_bifurcatum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_delicatum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_deminutivum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_exiguum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_fasciculatum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_fasciculoideum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_granulophorum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_macrocarpum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_medusoides	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_mexicanum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_microsporum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_multi-stipes	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_myxobasis	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_parvisporum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-I	Dictyostelium-Group-I	Dictyostelium_stellarum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-II	Acytostelium	Acytostelium_amazonicum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-II	Acytostelium	Acytostelium_anastomosans	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-II	Acytostelium	Acytostelium_digitatum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-II	Acytostelium	Acytostelium_ellipticum	predator									
Eukaryota	Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliida	Dictyosteliida-Group-II	Acytostelium	Acytostelium_leptosomum	predator									
