domain	supergroup	division	subdivision	class	order	family	genus	species	main_functional_class	detailed_functional_class	secondary_functional_class	detailed_secondary_functional_class	associated_organism	associated_material	environment	potential_human_pathogen	comment	reference
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_coprobium	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_coprophilum	symbiotroph	animal pathogen						probably opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_corylophilum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_crateriforme	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_crustosum	symbiotroph	endophyte			plant				Endophyte detection method-culture (Martin et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_cyaneum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_cyclopium	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_decumbens	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_digitatum	symbiotroph	parasite								fungaltraits v0.0.3, DOI:10.5281/zenodo.1216256
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_diversum	saprotroph	wood saprotroph				wood				Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_expansum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_freii	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_funiculosum	symbiotroph	plant parasite	saprotroph	wood saprotroph	plant	wood				Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_glabrum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_griseofulvum	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_herquei	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_hirsutum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_italicum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_janthinellum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_javanicum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_lagena	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_limosum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_malachiteum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_marneffei	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_melanoconidium	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_nalgiovense	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_namyslowskii	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_neoechinulatum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_oblatum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_olsonii	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_oxalicum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_phialosporum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_pittii	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_polonicum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_purpurogenum	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_purpurogenum_var._rubrosclerotium	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_raistrickii	symbiotroph	endophyte								FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_roqueforti	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_sabulosum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_sacculum	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_siamense	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_solitum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_sp.	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_spinulosum	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_tardum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_tricolor	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_verruculosum	saprotroph	wood saprotroph				wood				Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_viridicatum	symbiotroph	animal parasite some species; fungal parasite some species; toxin-producing	saprotroph	unspecified saprotroph	animal; fungi		soil; partly aquatic	opportunistic	Soft Rot	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_waksmanii	symbiotroph	animal parasite; endophyte; fungal parasite; plant pathogen	saprotroph	dung saprotroph; undefined saprotroph; wood saprotroph						FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Petromyces	Petromyces_alliaceus	unknown									FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeoannellomyces	Phaeoannellomyces_elegans	symbiotroph	animal parasite	saprotroph	unspecified saprotroph	animal		animal material	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeococcomyces	Phaeococcomyces_catenatus	saprotroph	unspecified saprotroph								FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeococcomyces	Phaeococcomyces_nigricans	saprotroph	unspecified saprotroph								FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_chlamydospora	symbiotroph	plant parasite			plant		leaf/fruit/seed		Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_dura	symbiotroph	plant parasite			plant				Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010); Facultative Yeast (Tedersoo et al. 2014)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_effusa	symbiotroph	plant parasite			plant				Syn. Aequabiliella effusa (Crous et al. 2015); Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010); Facultative Yeast (Tedersoo et al. 2014)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_prunicola	symbiotroph	plant parasite			plant				Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_tardicola	symbiotroph	plant parasite			plant				Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010); Facultative Yeast (Tedersoo et al. 2014)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniella	Phaeomoniella_zymoides	symbiotroph	plant parasite			plant		leaf/fruit/seed		Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeosaccardinula	Phaeosaccardinula_sp.	symbiotroph	epiphyte; sooty mold			plant		leaf/fruit/seed; sugarrich substrates			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialophora	Phialophora_americana	symbiotroph	animal pathogen						probably opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialophora	Phialophora_europaea	symbiotroph	animal parasite			animal			opportunistic skin and nail	Syn. Cyphellophora europaea; All strains originated from cutaneous and nail infections of humans (de Hoog et al. 2000); Sequenced by the Broad Institute as part of the black yeast comparative genomics project. The black yeasts are a group of melanized Ascomycete fungi that include species adapted to grow in humans or in other hosts (Teixeira et al. 2017)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialophora	Phialophora_sp.	saprotroph	litter saprotroph					wood; leaf/fruit/seed; soil; dung; animal material		Consult the current literature for updated names on this paraphyletic grouping that included the Black Yeasts	FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialophora	Phialophora_verrucosa	symbiotroph	endophyte			plant				Dark Septate Endophyte	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialosimplex	Phialosimplex_caninus	symbiotroph	animal parasite	saprotroph	unspecified saprotroph	animal		animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialosimplex	Phialosimplex_chlamydosporus	symbiotroph	animal parasite	saprotroph	unspecified saprotroph	animal		animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialosimplex	Phialosimplex_sclerotialis	symbiotroph	animal parasite	saprotroph	unspecified saprotroph	animal		animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Phialosimplex	Phialosimplex_sp.	symbiotroph	animal parasite	saprotroph	unspecified saprotroph	animal		animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidiopsis	Placidiopsis_cartilaginea	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidiopsis	Placidiopsis_cinerascens	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_acarosporoides	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_arboreum	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_lachneum	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_lacinulatum	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_sp.	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placidium	Placidium_squamulosum	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placocarpus	Placocarpus_schaereri	symbiotroph	lichen parasite; host phototroph; lichenized			lichen; phototroph				Lichen	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placopyrenium	Placopyrenium_bucekii	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placopyrenium	Placopyrenium_canellum	symbiotroph	lichen parasite; host phototroph; lichenized			lichen; phototroph				Lichen	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Placopyrenium	Placopyrenium_fuscellum	symbiotroph	lichen parasite; host phototroph; lichenized			lichen; phototroph				Lichen	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Polyblastia	Polyblastia_cupularis	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Polyblastia	Polyblastia_melaspora	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Polyblastia	Polyblastia_viridescens	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Potebniamyces	Potebniamyces_pyri	symbiotroph	plant parasite			plant					Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Pseudoamauroascus	Pseudoamauroascus_australiensis	saprotroph	animal decomposer; soil saprotroph			animal		soil; animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Pseudotulostoma	Pseudotulostoma_volvata	symbiotroph	ectomycorrhizal			plant	root				FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Psoroglaena	Psoroglaena_stigonemoides	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Pyrenula	Pyrenula_cruenta	symbiotroph	host phototroph; lichenized			fungi; phototroph					FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Pyrenula	Pyrenula_pseudobufonia	symbiotroph	host phototroph; lichenized								Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Pyrgillus	Pyrgillus_javanicus	symbiotroph	host phototroph; lichenized								Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rasamsonia	Rasamsonia_argillacea	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rasamsonia	Rasamsonia_byssochlamydoides	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rasamsonia	Rasamsonia_cylindrospora	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rasamsonia	Rasamsonia_eburnea	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rasamsonia	Rasamsonia_emersonii	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Renispora	Renispora_flavissima	saprotroph	animal decomposer; soil saprotroph			animal		soil; animal material			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_aquaspersa	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_atrovirens	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil; animal material; partly freshwater	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_mackenziei	symbiotroph	animal pathogen						probably opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_phaeophora	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_sp.	symbiotroph	animal parasite	saprotroph	soil saprotroph	animal		soil; animal material; partly freshwater	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhynchostoma	Rhynchostoma_minutum	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhynchostoma	Rhynchostoma_proteae	saprotroph	litter saprotroph					leaf/fruit/seed			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenoma	Sagenoma_viride	saprotroph	unspecified saprotroph					soil			FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_diversispora	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_griseoviridis	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_humicola	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_oligospora	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_sp.	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Sagenomella	Sagenomella_verticillata	symbiotroph	rock-inhabiting animal parasite some species some species	saprotroph	unspecified saprotroph	animal	rock	soil	opportunistic		FunGuild
